rodada,algoritmo,RMSE
6,alpha0.7---w-0-2-1,0.77766
7,alpha0.7---w-0-2-1,0.78384
8,alpha0.7---w-0-2-1,0.77868
9,alpha0.7---w-0-2-1,0.79181
10,alpha0.7---w-0-2-1,0.78095
11,alpha0.7---w-0-2-1,0.78767
12,alpha0.7---w-0-2-1,0.78527
13,alpha0.7---w-0-2-1,0.78711
14,alpha0.7---w-0-2-1,0.78331
15,alpha0.7---w-0-2-1,0.78096
16,alpha0.7---w-0-2-1,0.78447
17,alpha0.7---w-0-2-1,0.78984
18,alpha0.7---w-0-2-1,0.77853
19,alpha0.7---w-0-2-1,0.78265
20,alpha0.7---w-0-2-1,0.77966
21,alpha0.7---w-0-2-1,0.78138
22,alpha0.7---w-0-2-1,0.78881
23,alpha0.7---w-0-2-1,0.78315
24,alpha0.7---w-0-2-1,0.79029
25,alpha0.7---w-0-2-1,0.78836
26,alpha0.7---w-0-2-1,0.77747
27,alpha0.7---w-0-2-1,0.78513
28,alpha0.7---w-0-2-1,0.78055
29,alpha0.7---w-0-2-1,0.78334
30,alpha0.7---w-0-2-1,0.77908
1,alpha0.3---w-0-1-2,0.78984
2,alpha0.7---w-1-0-2,0.78166
3,alpha0.7---w-1-0-2,0.77952
4,alpha0.7---w-1-0-2,0.77852
5,alpha0.7---w-1-0-2,0.78877
6,alpha0.7---w-1-0-2,0.77774
7,alpha0.7---w-1-0-2,0.7841
8,alpha0.7---w-1-0-2,0.77846
9,alpha0.7---w-1-0-2,0.79175
10,alpha0.7---w-1-0-2,0.78122
11,alpha0.7---w-1-0-2,0.78806
12,alpha0.7---w-1-0-2,0.78528
13,alpha0.7---w-1-0-2,0.78739
14,alpha0.7---w-1-0-2,0.78345
15,alpha0.7---w-1-0-2,0.78089
16,alpha0.7---w-1-0-2,0.78485
17,alpha0.7---w-1-0-2,0.78976
18,alpha0.7---w-1-0-2,0.77885
19,alpha0.7---w-1-0-2,0.78295
20,alpha0.7---w-1-0-2,0.77985
21,alpha0.7---w-1-0-2,0.78168
22,alpha0.7---w-1-0-2,0.78885
23,alpha0.7---w-1-0-2,0.78307
24,alpha0.7---w-1-0-2,0.79062
25,alpha0.7---w-1-0-2,0.78859
26,alpha0.7---w-1-0-2,0.77762
27,alpha0.7---w-1-0-2,0.7851
28,alpha0.7---w-1-0-2,0.78072
29,alpha0.7---w-1-0-2,0.78353
30,alpha0.7---w-1-0-2,0.77929
1,alpha0.3---w-0-2-1,0.78868
2,alpha0.7---w-1-1-1,0.78113
3,alpha0.7---w-1-1-1,0.77902
4,alpha0.7---w-1-1-1,0.77828
5,alpha0.7---w-1-1-1,0.78848
6,alpha0.7---w-1-1-1,0.77741
7,alpha0.7---w-1-1-1,0.7836
8,alpha0.7---w-1-1-1,0.77832
9,alpha0.7---w-1-1-1,0.79145
10,alpha0.7---w-1-1-1,0.78076
11,alpha0.7---w-1-1-1,0.78756
12,alpha0.7---w-1-1-1,0.78489
13,alpha0.7---w-1-1-1,0.78707
14,alpha0.7---w-1-1-1,0.78308
15,alpha0.7---w-1-1-1,0.78061
16,alpha0.7---w-1-1-1,0.78441
17,alpha0.7---w-1-1-1,0.78954
18,alpha0.7---w-1-1-1,0.77836
19,alpha0.7---w-1-1-1,0.78251
20,alpha0.7---w-1-1-1,0.7794
21,alpha0.7---w-1-1-1,0.78128
22,alpha0.7---w-1-1-1,0.78848
23,alpha0.7---w-1-1-1,0.78292
24,alpha0.7---w-1-1-1,0.79024
25,alpha0.7---w-1-1-1,0.7882
26,alpha0.7---w-1-1-1,0.77724
27,alpha0.7---w-1-1-1,0.78491
28,alpha0.7---w-1-1-1,0.78024
29,alpha0.7---w-1-1-1,0.7831
30,alpha0.7---w-1-1-1,0.77895
1,alpha0.3---w-1-0-1,0.78862
2,alpha0.7---w-1-2-0,0.78141
3,alpha0.7---w-1-2-0,0.77927
4,alpha0.7---w-1-2-0,0.77875
5,alpha0.7---w-1-2-0,0.78892
6,alpha0.7---w-1-2-0,0.77786
7,alpha0.7---w-1-2-0,0.7839
8,alpha0.7---w-1-2-0,0.77897
9,alpha0.7---w-1-2-0,0.79192
10,alpha0.7---w-1-2-0,0.78106
11,alpha0.7---w-1-2-0,0.78781
12,alpha0.7---w-1-2-0,0.78529
13,alpha0.7---w-1-2-0,0.78754
14,alpha0.7---w-1-2-0,0.78345
15,alpha0.7---w-1-2-0,0.78107
16,alpha0.7---w-1-2-0,0.78472
17,alpha0.7---w-1-2-0,0.79013
18,alpha0.7---w-1-2-0,0.77868
19,alpha0.7---w-1-2-0,0.78284
20,alpha0.7---w-1-2-0,0.77974
21,alpha0.7---w-1-2-0,0.78165
22,alpha0.7---w-1-2-0,0.7889
23,alpha0.7---w-1-2-0,0.78352
24,alpha0.7---w-1-2-0,0.79059
25,alpha0.7---w-1-2-0,0.78854
26,alpha0.7---w-1-2-0,0.77763
27,alpha0.7---w-1-2-0,0.78549
28,alpha0.7---w-1-2-0,0.78054
29,alpha0.7---w-1-2-0,0.7834
30,alpha0.7---w-1-2-0,0.77942
1,alpha0.3---w-1-0-2,0.78978
2,alpha0.7---w-2-0-1,0.78158
3,alpha0.7---w-2-0-1,0.77942
4,alpha0.7---w-2-0-1,0.7784
5,alpha0.7---w-2-0-1,0.78879
6,alpha0.7---w-2-0-1,0.77775
7,alpha0.7---w-2-0-1,0.78395
8,alpha0.7---w-2-0-1,0.77851
9,alpha0.7---w-2-0-1,0.79166
10,alpha0.7---w-2-0-1,0.78112
11,alpha0.7---w-2-0-1,0.78796
12,alpha0.7---w-2-0-1,0.78508
13,alpha0.7---w-2-0-1,0.78761
14,alpha0.7---w-2-0-1,0.78339
15,alpha0.7---w-2-0-1,0.78083
16,alpha0.7---w-2-0-1,0.78489
17,alpha0.7---w-2-0-1,0.7898
18,alpha0.7---w-2-0-1,0.77878
19,alpha0.7---w-2-0-1,0.78292
20,alpha0.7---w-2-0-1,0.77969
21,alpha0.7---w-2-0-1,0.78173
22,alpha0.7---w-2-0-1,0.78871
23,alpha0.7---w-2-0-1,0.78325
24,alpha0.7---w-2-0-1,0.7907
25,alpha0.7---w-2-0-1,0.78854
26,alpha0.7---w-2-0-1,0.77759
27,alpha0.7---w-2-0-1,0.78524
28,alpha0.7---w-2-0-1,0.78051
29,alpha0.7---w-2-0-1,0.78341
30,alpha0.7---w-2-0-1,0.7794
1,alpha0.3---w-1-1-0,0.78827
2,alpha0.7---w-2-1-0,0.78156
3,alpha0.7---w-2-1-0,0.77941
4,alpha0.7---w-2-1-0,0.77859
5,alpha0.7---w-2-1-0,0.78895
6,alpha0.7---w-2-1-0,0.77788
7,alpha0.7---w-2-1-0,0.78396
8,alpha0.7---w-2-1-0,0.77886
9,alpha0.7---w-2-1-0,0.79183
10,alpha0.7---w-2-1-0,0.78114
11,alpha0.7---w-2-1-0,0.78793
12,alpha0.7---w-2-1-0,0.78517
13,alpha0.7---w-2-1-0,0.78779
14,alpha0.7---w-2-1-0,0.78351
15,alpha0.7---w-2-1-0,0.78101
16,alpha0.7---w-2-1-0,0.7849
17,alpha0.7---w-2-1-0,0.79007
18,alpha0.7---w-2-1-0,0.77879
19,alpha0.7---w-2-1-0,0.78295
20,alpha0.7---w-2-1-0,0.77975
21,alpha0.7---w-2-1-0,0.78183
22,alpha0.7---w-2-1-0,0.78883
23,alpha0.7---w-2-1-0,0.78358
24,alpha0.7---w-2-1-0,0.79079
25,alpha0.7---w-2-1-0,0.78864
26,alpha0.7---w-2-1-0,0.77767
27,alpha0.7---w-2-1-0,0.78555
28,alpha0.7---w-2-1-0,0.78051
29,alpha0.7---w-2-1-0,0.78345
30,alpha0.7---w-2-1-0,0.77959
1,alpha0.3---w-1-1-1,0.78711
2,alpha0.7---w-0-1-1,0.78128
3,alpha0.7---w-0-1-1,0.77916
4,alpha0.7---w-0-1-1,0.77863
5,alpha0.7---w-0-1-1,0.78866
6,alpha0.7---w-0-1-1,0.77757
7,alpha0.7---w-0-1-1,0.78385
8,alpha0.7---w-0-1-1,0.77851
9,alpha0.7---w-0-1-1,0.79171
10,alpha0.7---w-0-1-1,0.78095
11,alpha0.7---w-0-1-1,0.78769
12,alpha0.7---w-0-1-1,0.78522
13,alpha0.7---w-0-1-1,0.78703
14,alpha0.7---w-0-1-1,0.78327
15,alpha0.7---w-0-1-1,0.78086
16,alpha0.7---w-0-1-1,0.78445
17,alpha0.7---w-0-1-1,0.78969
18,alpha0.7---w-0-1-1,0.77852
19,alpha0.7---w-0-1-1,0.78263
20,alpha0.7---w-0-1-1,0.77965
21,alpha0.7---w-0-1-1,0.78135
22,alpha0.7---w-0-1-1,0.78875
23,alpha0.7---w-0-1-1,0.78299
24,alpha0.7---w-0-1-1,0.79025
25,alpha0.7---w-0-1-1,0.78834
26,alpha0.7---w-0-1-1,0.77741
27,alpha0.7---w-0-1-1,0.785
28,alpha0.7---w-0-1-1,0.78054
29,alpha0.7---w-0-1-1,0.78333
30,alpha0.7---w-0-1-1,0.77901
1,alpha0.3---w-1-2-0,0.78869
2,alpha0.7---w-1-0-1,0.78152
3,alpha0.7---w-1-0-1,0.77938
4,alpha0.7---w-1-0-1,0.77837
5,alpha0.7---w-1-0-1,0.78869
6,alpha0.7---w-1-0-1,0.77765
7,alpha0.7---w-1-0-1,0.78393
8,alpha0.7---w-1-0-1,0.77839
9,alpha0.7---w-1-0-1,0.79161
10,alpha0.7---w-1-0-1,0.78107
11,alpha0.7---w-1-0-1,0.78792
12,alpha0.7---w-1-0-1,0.78509
13,alpha0.7---w-1-0-1,0.7874
14,alpha0.7---w-1-0-1,0.78333
15,alpha0.7---w-1-0-1,0.78076
16,alpha0.7---w-1-0-1,0.78479
17,alpha0.7---w-1-0-1,0.78969
18,alpha0.7---w-1-0-1,0.77871
19,alpha0.7---w-1-0-1,0.78284
20,alpha0.7---w-1-0-1,0.77967
21,alpha0.7---w-1-0-1,0.78161
22,alpha0.7---w-1-0-1,0.78869
23,alpha0.7---w-1-0-1,0.78307
24,alpha0.7---w-1-0-1,0.79057
25,alpha0.7---w-1-0-1,0.78847
26,alpha0.7---w-1-0-1,0.77751
27,alpha0.7---w-1-0-1,0.78507
28,alpha0.7---w-1-0-1,0.78052
29,alpha0.7---w-1-0-1,0.78338
30,alpha0.7---w-1-0-1,0.77924
1,alpha0.3---w-2-0-1,0.78852
2,alpha0.7---w-1-1-0,0.78141
3,alpha0.7---w-1-1-0,0.77927
4,alpha0.7---w-1-1-0,0.7786
5,alpha0.7---w-1-1-0,0.78887
6,alpha0.7---w-1-1-0,0.7778
7,alpha0.7---w-1-1-0,0.78386
8,alpha0.7---w-1-1-0,0.77885
9,alpha0.7---w-1-1-0,0.7918
10,alpha0.7---w-1-1-0,0.78103
11,alpha0.7---w-1-1-0,0.7878
12,alpha0.7---w-1-1-0,0.78516
13,alpha0.7---w-1-1-0,0.78759
14,alpha0.7---w-1-1-0,0.78341
15,alpha0.7---w-1-1-0,0.78097
16,alpha0.7---w-1-1-0,0.78474
17,alpha0.7---w-1-1-0,0.79003
18,alpha0.7---w-1-1-0,0.77866
19,alpha0.7---w-1-1-0,0.78283
20,alpha0.7---w-1-1-0,0.77968
21,alpha0.7---w-1-1-0,0.78167
22,alpha0.7---w-1-1-0,0.78879
23,alpha0.7---w-1-1-0,0.78348
24,alpha0.7---w-1-1-0,0.79063
25,alpha0.7---w-1-1-0,0.78853
26,alpha0.7---w-1-1-0,0.77758
27,alpha0.7---w-1-1-0,0.78545
28,alpha0.7---w-1-1-0,0.78045
29,alpha0.7---w-1-1-0,0.78335
30,alpha0.7---w-1-1-0,0.77943
1,alpha0.3---w-2-1-0,0.78859
2,alpha0.6---w-0-1-2,0.77299
3,alpha0.6---w-0-1-2,0.77233
4,alpha0.6---w-0-1-2,0.7707
5,alpha0.6---w-0-1-2,0.7795
6,alpha0.6---w-0-1-2,0.77041
7,alpha0.6---w-0-1-2,0.7766
8,alpha0.6---w-0-1-2,0.77077
9,alpha0.6---w-0-1-2,0.7825
10,alpha0.6---w-0-1-2,0.77355
11,alpha0.6---w-0-1-2,0.78129
12,alpha0.6---w-0-1-2,0.77647
13,alpha0.6---w-0-1-2,0.77874
14,alpha0.6---w-0-1-2,0.77617
15,alpha0.6---w-0-1-2,0.77246
16,alpha0.6---w-0-1-2,0.7761
17,alpha0.6---w-0-1-2,0.7809
18,alpha0.6---w-0-1-2,0.77205
19,alpha0.6---w-0-1-2,0.77442
20,alpha0.6---w-0-1-2,0.77218
21,alpha0.6---w-0-1-2,0.77334
22,alpha0.6---w-0-1-2,0.78074
23,alpha0.6---w-0-1-2,0.7759
24,alpha0.6---w-0-1-2,0.78132
25,alpha0.6---w-0-1-2,0.78104
26,alpha0.6---w-0-1-2,0.77038
27,alpha0.6---w-0-1-2,0.77683
28,alpha0.6---w-0-1-2,0.77162
29,alpha0.6---w-0-1-2,0.77679
30,alpha0.6---w-0-1-2,0.77156
1,alpha0.4---w-0-1-1,0.77924
2,alpha0.6---w-0-2-1,0.77255
3,alpha0.6---w-0-2-1,0.77189
4,alpha0.6---w-0-2-1,0.77064
5,alpha0.6---w-0-2-1,0.77937
6,alpha0.6---w-0-2-1,0.77029
7,alpha0.6---w-0-2-1,0.7762
8,alpha0.6---w-0-2-1,0.77084
9,alpha0.6---w-0-2-1,0.78242
10,alpha0.6---w-0-2-1,0.7732
11,alpha0.6---w-0-2-1,0.78087
12,alpha0.6---w-0-2-1,0.77622
13,alpha0.6---w-0-2-1,0.77858
14,alpha0.6---w-0-2-1,0.77587
15,alpha0.6---w-0-2-1,0.77235
16,alpha0.6---w-0-2-1,0.77583
17,alpha0.6---w-0-2-1,0.78094
18,alpha0.6---w-0-2-1,0.77168
19,alpha0.6---w-0-2-1,0.77409
20,alpha0.6---w-0-2-1,0.77182
21,alpha0.6---w-0-2-1,0.77304
22,alpha0.6---w-0-2-1,0.78053
23,alpha0.6---w-0-2-1,0.77593
24,alpha0.6---w-0-2-1,0.78104
25,alpha0.6---w-0-2-1,0.78067
26,alpha0.6---w-0-2-1,0.77021
27,alpha0.6---w-0-2-1,0.77681
28,alpha0.6---w-0-2-1,0.77128
29,alpha0.6---w-0-2-1,0.77646
30,alpha0.6---w-0-2-1,0.77133
1,alpha0.4---w-0-1-2,0.78008
2,alpha0.6---w-1-0-2,0.77321
3,alpha0.6---w-1-0-2,0.77253
4,alpha0.6---w-1-0-2,0.77045
5,alpha0.6---w-1-0-2,0.77955
6,alpha0.6---w-1-0-2,0.77049
7,alpha0.6---w-1-0-2,0.77664
8,alpha0.6---w-1-0-2,0.77065
9,alpha0.6---w-1-0-2,0.78242
10,alpha0.6---w-1-0-2,0.77366
11,alpha0.6---w-1-0-2,0.7815
12,alpha0.6---w-1-0-2,0.77637
13,alpha0.6---w-1-0-2,0.77908
14,alpha0.6---w-1-0-2,0.77623
15,alpha0.6---w-1-0-2,0.77237
16,alpha0.6---w-1-0-2,0.7764
17,alpha0.6---w-1-0-2,0.78092
18,alpha0.6---w-1-0-2,0.77224
19,alpha0.6---w-1-0-2,0.77465
20,alpha0.6---w-1-0-2,0.77223
21,alpha0.6---w-1-0-2,0.77357
22,alpha0.6---w-1-0-2,0.78069
23,alpha0.6---w-1-0-2,0.77595
24,alpha0.6---w-1-0-2,0.78159
25,alpha0.6---w-1-0-2,0.7812
26,alpha0.6---w-1-0-2,0.77048
27,alpha0.6---w-1-0-2,0.77688
28,alpha0.6---w-1-0-2,0.77163
29,alpha0.6---w-1-0-2,0.77683
30,alpha0.6---w-1-0-2,0.77176
1,alpha0.4---w-0-2-1,0.7792
2,alpha0.6---w-1-1-1,0.77223
3,alpha0.6---w-1-1-1,0.7716
4,alpha0.6---w-1-1-1,0.7699
5,alpha0.6---w-1-1-1,0.77892
6,alpha0.6---w-1-1-1,0.76981
7,alpha0.6---w-1-1-1,0.77573
8,alpha0.6---w-1-1-1,0.7702
9,alpha0.6---w-1-1-1,0.7818
10,alpha0.6---w-1-1-1,0.77281
11,alpha0.6---w-1-1-1,0.78058
12,alpha0.6---w-1-1-1,0.77558
13,alpha0.6---w-1-1-1,0.77841
14,alpha0.6---w-1-1-1,0.77546
15,alpha0.6---w-1-1-1,0.77175
16,alpha0.6---w-1-1-1,0.77559
17,alpha0.6---w-1-1-1,0.78039
18,alpha0.6---w-1-1-1,0.77132
19,alpha0.6---w-1-1-1,0.7738
20,alpha0.6---w-1-1-1,0.77137
21,alpha0.6---w-1-1-1,0.77278
22,alpha0.6---w-1-1-1,0.77994
23,alpha0.6---w-1-1-1,0.7755
24,alpha0.6---w-1-1-1,0.78084
25,alpha0.6---w-1-1-1,0.78039
26,alpha0.6---w-1-1-1,0.76975
27,alpha0.6---w-1-1-1,0.77639
28,alpha0.6---w-1-1-1,0.77075
29,alpha0.6---w-1-1-1,0.77602
30,alpha0.6---w-1-1-1,0.77105
1,alpha0.4---w-1-0-1,0.77919
2,alpha0.6---w-1-2-0,0.77271
3,alpha0.6---w-1-2-0,0.77204
4,alpha0.6---w-1-2-0,0.77061
5,alpha0.6---w-1-2-0,0.7796
6,alpha0.6---w-1-2-0,0.77053
7,alpha0.6---w-1-2-0,0.77624
8,alpha0.6---w-1-2-0,0.77117
9,alpha0.6---w-1-2-0,0.78256
10,alpha0.6---w-1-2-0,0.77331
11,alpha0.6---w-1-2-0,0.78102
12,alpha0.6---w-1-2-0,0.77622
13,alpha0.6---w-1-2-0,0.77913
14,alpha0.6---w-1-2-0,0.77603
15,alpha0.6---w-1-2-0,0.77247
16,alpha0.6---w-1-2-0,0.77613
17,alpha0.6---w-1-2-0,0.78131
18,alpha0.6---w-1-2-0,0.77184
19,alpha0.6---w-1-2-0,0.77432
20,alpha0.6---w-1-2-0,0.77193
21,alpha0.6---w-1-2-0,0.77337
22,alpha0.6---w-1-2-0,0.7806
23,alpha0.6---w-1-2-0,0.7764
24,alpha0.6---w-1-2-0,0.78141
25,alpha0.6---w-1-2-0,0.78089
26,alpha0.6---w-1-2-0,0.7704
27,alpha0.6---w-1-2-0,0.77727
28,alpha0.6---w-1-2-0,0.77126
29,alpha0.6---w-1-2-0,0.77653
30,alpha0.6---w-1-2-0,0.77178
1,alpha0.4---w-1-0-2,0.78005
2,alpha0.6---w-2-0-1,0.77296
3,alpha0.6---w-2-0-1,0.77227
4,alpha0.6---w-2-0-1,0.77018
5,alpha0.6---w-2-0-1,0.77948
6,alpha0.6---w-2-0-1,0.7704
7,alpha0.6---w-2-0-1,0.77632
8,alpha0.6---w-2-0-1,0.77054
9,alpha0.6---w-2-0-1,0.7822
10,alpha0.6---w-2-0-1,0.77341
11,alpha0.6---w-2-0-1,0.78121
12,alpha0.6---w-2-0-1,0.77597
13,alpha0.6---w-2-0-1,0.77927
14,alpha0.6---w-2-0-1,0.77603
15,alpha0.6---w-2-0-1,0.77217
16,alpha0.6---w-2-0-1,0.77633
17,alpha0.6---w-2-0-1,0.78083
18,alpha0.6---w-2-0-1,0.77202
19,alpha0.6---w-2-0-1,0.77449
20,alpha0.6---w-2-0-1,0.7719
21,alpha0.6---w-2-0-1,0.77351
22,alpha0.6---w-2-0-1,0.78037
23,alpha0.6---w-2-0-1,0.77608
24,alpha0.6---w-2-0-1,0.78157
25,alpha0.6---w-2-0-1,0.78101
26,alpha0.6---w-2-0-1,0.77035
27,alpha0.6---w-2-0-1,0.77694
28,alpha0.6---w-2-0-1,0.77125
29,alpha0.6---w-2-0-1,0.77657
30,alpha0.6---w-2-0-1,0.77178
1,alpha0.4---w-1-1-0,0.7789
2,alpha0.6---w-2-1-0,0.77289
3,alpha0.6---w-2-1-0,0.77222
4,alpha0.6---w-2-1-0,0.7704
5,alpha0.6---w-2-1-0,0.77966
6,alpha0.6---w-2-1-0,0.77055
7,alpha0.6---w-2-1-0,0.77632
8,alpha0.6---w-2-1-0,0.77099
9,alpha0.6---w-2-1-0,0.78241
10,alpha0.6---w-2-1-0,0.77341
11,alpha0.6---w-2-1-0,0.78115
12,alpha0.6---w-2-1-0,0.77606
13,alpha0.6---w-2-1-0,0.77948
14,alpha0.6---w-2-1-0,0.77613
15,alpha0.6---w-2-1-0,0.77238
16,alpha0.6---w-2-1-0,0.77633
17,alpha0.6---w-2-1-0,0.78119
18,alpha0.6---w-2-1-0,0.77198
19,alpha0.6---w-2-1-0,0.77449
20,alpha0.6---w-2-1-0,0.77197
21,alpha0.6---w-2-1-0,0.77362
22,alpha0.6---w-2-1-0,0.78049
23,alpha0.6---w-2-1-0,0.77649
24,alpha0.6---w-2-1-0,0.78165
25,alpha0.6---w-2-1-0,0.78107
26,alpha0.6---w-2-1-0,0.77044
27,alpha0.6---w-2-1-0,0.77735
28,alpha0.6---w-2-1-0,0.77123
29,alpha0.6---w-2-1-0,0.7766
30,alpha0.6---w-2-1-0,0.77203
1,alpha0.4---w-1-1-1,0.77805
2,alpha0.6---w-0-1-1,0.77259
3,alpha0.6---w-0-1-1,0.77194
4,alpha0.6---w-0-1-1,0.77051
5,alpha0.6---w-0-1-1,0.77928
6,alpha0.6---w-0-1-1,0.77018
7,alpha0.6---w-0-1-1,0.77622
8,alpha0.6---w-0-1-1,0.77063
9,alpha0.6---w-0-1-1,0.78228
10,alpha0.6---w-0-1-1,0.7732
11,alpha0.6---w-0-1-1,0.78091
12,alpha0.6---w-0-1-1,0.77617
13,alpha0.6---w-0-1-1,0.77849
14,alpha0.6---w-0-1-1,0.77585
15,alpha0.6---w-0-1-1,0.77224
16,alpha0.6---w-0-1-1,0.7758
17,alpha0.6---w-0-1-1,0.78074
18,alpha0.6---w-0-1-1,0.77168
19,alpha0.6---w-0-1-1,0.77408
20,alpha0.6---w-0-1-1,0.77182
21,alpha0.6---w-0-1-1,0.77302
22,alpha0.6---w-0-1-1,0.78046
23,alpha0.6---w-0-1-1,0.77575
24,alpha0.6---w-0-1-1,0.78102
25,alpha0.6---w-0-1-1,0.78069
26,alpha0.6---w-0-1-1,0.77013
27,alpha0.6---w-0-1-1,0.77665
28,alpha0.6---w-0-1-1,0.77128
29,alpha0.6---w-0-1-1,0.77646
30,alpha0.6---w-0-1-1,0.77127
1,alpha0.4---w-1-2-0,0.77921
2,alpha0.6---w-1-0-1,0.77291
3,alpha0.6---w-1-0-1,0.77224
4,alpha0.6---w-1-0-1,0.77015
5,alpha0.6---w-1-0-1,0.77935
6,alpha0.6---w-1-0-1,0.77028
7,alpha0.6---w-1-0-1,0.7763
8,alpha0.6---w-1-0-1,0.77042
9,alpha0.6---w-1-0-1,0.78215
10,alpha0.6---w-1-0-1,0.77337
11,alpha0.6---w-1-0-1,0.7812
12,alpha0.6---w-1-0-1,0.776
13,alpha0.6---w-1-0-1,0.779
14,alpha0.6---w-1-0-1,0.77595
15,alpha0.6---w-1-0-1,0.7721
16,alpha0.6---w-1-0-1,0.77621
17,alpha0.6---w-1-0-1,0.78071
18,alpha0.6---w-1-0-1,0.77196
19,alpha0.6---w-1-0-1,0.77441
20,alpha0.6---w-1-0-1,0.77189
21,alpha0.6---w-1-0-1,0.77336
22,alpha0.6---w-1-0-1,0.78036
23,alpha0.6---w-1-0-1,0.77584
24,alpha0.6---w-1-0-1,0.78142
25,alpha0.6---w-1-0-1,0.78094
26,alpha0.6---w-1-0-1,0.77025
27,alpha0.6---w-1-0-1,0.77674
28,alpha0.6---w-1-0-1,0.77128
29,alpha0.6---w-1-0-1,0.77653
30,alpha0.6---w-1-0-1,0.77159
1,alpha0.4---w-2-0-1,0.77911
2,alpha0.6---w-1-1-0,0.77267
3,alpha0.6---w-1-1-0,0.77201
4,alpha0.6---w-1-1-0,0.77038
5,alpha0.6---w-1-1-0,0.7795
6,alpha0.6---w-1-1-0,0.77041
7,alpha0.6---w-1-1-0,0.77615
8,alpha0.6---w-1-1-0,0.77095
9,alpha0.6---w-1-1-0,0.78236
10,alpha0.6---w-1-1-0,0.77324
11,alpha0.6---w-1-1-0,0.78097
12,alpha0.6---w-1-1-0,0.77601
13,alpha0.6---w-1-1-0,0.77918
14,alpha0.6---w-1-1-0,0.77596
15,alpha0.6---w-1-1-0,0.7723
16,alpha0.6---w-1-1-0,0.77611
17,alpha0.6---w-1-1-0,0.78113
18,alpha0.6---w-1-1-0,0.77178
19,alpha0.6---w-1-1-0,0.77428
20,alpha0.6---w-1-1-0,0.77183
21,alpha0.6---w-1-1-0,0.77337
22,alpha0.6---w-1-1-0,0.78042
23,alpha0.6---w-1-1-0,0.77632
24,alpha0.6---w-1-1-0,0.78142
25,alpha0.6---w-1-1-0,0.78087
26,alpha0.6---w-1-1-0,0.77029
27,alpha0.6---w-1-1-0,0.77719
28,alpha0.6---w-1-1-0,0.77112
29,alpha0.6---w-1-1-0,0.77644
30,alpha0.6---w-1-1-0,0.77178
1,alpha0.4---w-2-1-0,0.77914
2,alpha0.5---w-0-1-2,0.77077
3,alpha0.5---w-0-1-2,0.7716
4,alpha0.5---w-0-1-2,0.76896
5,alpha0.5---w-0-1-2,0.77658
6,alpha0.5---w-0-1-2,0.76933
7,alpha0.5---w-0-1-2,0.77545
8,alpha0.5---w-0-1-2,0.76953
9,alpha0.5---w-0-1-2,0.77958
10,alpha0.5---w-0-1-2,0.77221
11,alpha0.5---w-0-1-2,0.78074
12,alpha0.5---w-0-1-2,0.7738
13,alpha0.5---w-0-1-2,0.77664
14,alpha0.5---w-0-1-2,0.7752
15,alpha0.5---w-0-1-2,0.77031
16,alpha0.5---w-0-1-2,0.77396
17,alpha0.5---w-0-1-2,0.7782
18,alpha0.5---w-0-1-2,0.77164
19,alpha0.5---w-0-1-2,0.77239
20,alpha0.5---w-0-1-2,0.7709
21,alpha0.5---w-0-1-2,0.77145
22,alpha0.5---w-0-1-2,0.77895
23,alpha0.5---w-0-1-2,0.77492
24,alpha0.5---w-0-1-2,0.7786
25,alpha0.5---w-0-1-2,0.77965
26,alpha0.5---w-0-1-2,0.76948
27,alpha0.5---w-0-1-2,0.77483
28,alpha0.5---w-0-1-2,0.76884
29,alpha0.5---w-0-1-2,0.77624
30,alpha0.5---w-0-1-2,0.77029
1,alpha0.5---w-0-1-1,0.77596
2,alpha0.5---w-0-2-1,0.77006
3,alpha0.5---w-0-2-1,0.77089
4,alpha0.5---w-0-2-1,0.76875
5,alpha0.5---w-0-2-1,0.77626
6,alpha0.5---w-0-2-1,0.76906
7,alpha0.5---w-0-2-1,0.7748
8,alpha0.5---w-0-2-1,0.76945
9,alpha0.5---w-0-2-1,0.77938
10,alpha0.5---w-0-2-1,0.77163
11,alpha0.5---w-0-2-1,0.78007
12,alpha0.5---w-0-2-1,0.77335
13,alpha0.5---w-0-2-1,0.77629
14,alpha0.5---w-0-2-1,0.77464
15,alpha0.5---w-0-2-1,0.77004
16,alpha0.5---w-0-2-1,0.77352
17,alpha0.5---w-0-2-1,0.77812
18,alpha0.5---w-0-2-1,0.77102
19,alpha0.5---w-0-2-1,0.77182
20,alpha0.5---w-0-2-1,0.77028
21,alpha0.5---w-0-2-1,0.77091
22,alpha0.5---w-0-2-1,0.77853
23,alpha0.5---w-0-2-1,0.77481
24,alpha0.5---w-0-2-1,0.7781
25,alpha0.5---w-0-2-1,0.77897
26,alpha0.5---w-0-2-1,0.76916
27,alpha0.5---w-0-2-1,0.77465
28,alpha0.5---w-0-2-1,0.76829
29,alpha0.5---w-0-2-1,0.77571
30,alpha0.5---w-0-2-1,0.76984
1,alpha0.5---w-0-1-2,0.77655
2,alpha0.5---w-1-0-2,0.77106
3,alpha0.5---w-1-0-2,0.77186
4,alpha0.5---w-1-0-2,0.76863
5,alpha0.5---w-1-0-2,0.77666
6,alpha0.5---w-1-0-2,0.76943
7,alpha0.5---w-1-0-2,0.77548
8,alpha0.5---w-1-0-2,0.76934
9,alpha0.5---w-1-0-2,0.77949
10,alpha0.5---w-1-0-2,0.77235
